Node Number,Node Type,Node Name,Intent,Entity Type,Entity,NLU Disabled?,Next Nodes,Message,Rich Asset Type,Rich Asset Content,Answer Required?,Behaviors,Command,Description,Output,Node Input,Parameter Input,Decision Variable,What Next?,Node Tags,Skill Tag,Variable,Platform Flag,Flows,CSS Classname
6,A,GenerateVeriskToken,,,,,,,,,,,GenerateVeriskToken,Generates access token for the GenerateVeriskLink action node,success,,,success,true~666|error~666,,,VERISK_ACCESS_TOKEN,,,
61,A,GenerateVeriskLink,,,,,,,,,,,GenerateVeriskLink,"If the user answers the investigative questions in a specific way, we'll generate a Verisk link",success,,,success,true~62|error~99990,,,"VERISK_LINK,VERISK_ACCESS_TOKEN,CLAIM_NUMBER,POLICY_NUMBER,PHONE_FORMATTED,FIRSTNAME,LASTNAME,POLICYADDRPOSTAL,POLICYADDRSTATE,POLICYADDR1,POLICYADDR2,POLICYADDRCITY,POLICYADDRPOSTAL,BUILDINGDAMAGE,PYPESTREAM_TESTING,PRODUCER_CODE,INVESTIGATION_PASSED,POLICY_DEDUCTIBLE,REPLACEMENT_COST_ENDORSEMENT_PRESENT,POLICY_LIMIT,QUANTUM_POLICY,SNAPSHOT_ID",,,
62,D,Display Verisk Link (Test),,,,,,Verisk Link (Test) → [Click here]({VERISK_LINK}) for itemization.,button,End chat~666,1,disable_input,,,,,,,,,,,,,
80,D,Custom future-only datepicker (single date),,,,1,801,,webview,Please select a date~https://preview.pypestream.com/cx/travelers_datepicker_4/index.html?env={ENVIRONMENT}&picker=datepicker&minDate={FIRST_DAY_TWO_YEARS_AGO}&maxDate={CURRENT_DATE},1,,,,,,,,,,,,,,
801,A,GetEventsDate,,,,,,,,,,,GetEventsDate,"Action node to retrieve JS events specificially for the custom datepicker hosted here: https://preview.pypestream.com/cx/gf_datepicker/index.html

Input:
- {""type"":""single""} for single-date version of the datepicker webview
- {""type"":""range""} for range version of the datepicker webview",success,,"{""type"":""single""}",success,true~8011|false~8011|error~99990,,,"DOL_DISPLAY,DOL",,,
8011,A,ValidateDate - DOL,,,,,,,,,,,ValidateDate,"'- Validates the date format
- Optionally checks if the date is the past / future / not past / not future /present / not present.
- Optionally outputs to a specified date format

Required input:
- global_var_name: name of input global variable will be validated.

Optional input:
- output_format: use it if we want to change date format
- timezone: use timezone if we want to check today in a specified timezone, list of timezone names: https://gist.github.com/heyalexej/8bf688fd67d7199be4a1682b3eec7568
- compare_with_today: one of these values: past, future, present, not_past, not_future, not_present
- compare_with_date: supports: before_date, after_date, not_before_date, not_after_date, not_date. We can use one / all of them at once.

Output:
- success = true --> valid date format with corresponding to compare_with_today value if available.
- success = false --> invalid date format
- success = not_past_false, future_false,... correspond to compare_with_today (not_past, future,...) value if availble.
- success = compare_with_date_false if the compare with dates false
- success = error --> catch all exception error",valid,,"{
  ""global_var_name"": ""DOL"",
  ""compare_with_today"": ""not_future"",
  ""output_format"": ""%m-%d-%Y"",
  ""output_reformatted_date"": ""USER_DOL""
}",valid,true~803|false~8012|not_future_false~8012|error~99990,,,"DOL,USER_DOL",,,
8012,D,ValidateDate - False (Date in future),,,,,,"I'm sorry, it looks like you may have chosen a date in the **future**. Please let us know when the items were stolen.",button,<<fal fa-calendar>> Select date~80,1,disable_input,,,,,,,,,,,,,
8013,D,Confirm date,,,,,,You selected **{USER_DOL}**. Is this date correct?,button,"<<far fa-check>> Yes, continue~224|
<<fal fa-edit>> Edit incident date~22",1,disable_input,,,,,,,,,,,,,
802,D,ValidateDate - False (Date in future),,,,,,"I'm sorry, it looks like you may have chosen a date in the **future**. Please let us know when the theft occurred.",button,<<fal fa-calendar>> Select date~80,1,disable_input,,,,,,,,,,,,,
803,A,EDIT RETURN | INCIDENT DATE,,,,,,,,,,,MultiMatchRouting,,valid,,"{""global_vars"":""SUMMARY_RETURN"",""input_vars"":""Policy1,Policy2""}",valid,policy1~11820|policy2~11821|false~99990|error~99990,,,SUMMARY_RETURN,,,
81,D,Enter Name - Policyholder,,,,1,810,Please enter the **full name** of the policyholder.,,,1,,,,,,,,,,,FULLNAME,,,
810,A,ParseFullName,,,,,,,,,,,ParseFullName,,valid,,"{""fullname_input"":""FULLNAME"",""firstname_output"":""FIRSTNAME"",""lastname_output"":""LASTNAME""}",valid,true~812|false~811|error~811,,,"FULLNAME,FIRSTNAME,LASTNAME",,,
811,D,Name fail - Ask for full name again,,,,1,81,"Hmm...it looks like you may have entered something other than a **full name** (e.g. a first name or a name with numbers or special characters). 

**Please try again**.",,,1,,,,,,,,,,,FULLNAME,,,
812,A,EDIT RETURN | INSURED NAME,,,,,,,,,,,MultiMatchRouting,,valid,,"{""global_vars"":""SUMMARY_RETURN"",""input_vars"":""Contact1,Contact2,Contact3""}",valid,contact1~1345|contact2~1347|contact3~1348|false~99990|error~99990,,,SUMMARY_RETURN,,,
82,D,Enter Phone Number,,,,1,820,Please enter your phone number.,,,1,,,,,,,,,,,PHONE,,,
820,A,ValidatePhoneAndReturnStripped,,,,,,,,,,,ValidatePhoneAndReturnStripped,"Validate that the input phone number is either 10 digits, or 11 with 1 being the first digit (i.e. proper format for U.S. phone numbers). Also returns a new variable that represents the phone number stripped of all special characters.",valid,,"{""original_phone_number"":""PHONE"",""stripped_phone_number"":""PHONE_STRIPPED""}",valid,true~823|false~821|error~99990,,,"PHONE,PHONE_STRIPPED",,,
821,D,Phone validation failed,,,,,,"I'm sorry, it doesn't look like you've entered a valid phone number. Would you like to try another number?",button,<<far fa-undo>> Try again~82,1,disable_input,,,,,,,,,,PHONE,,,
823,A,FormatPhone,,,,,,,,,,,FormatPhone,"Takes a string of 10 digits, or 11 digits starting with ""1"", and formats it as XXX-XXX-XXXX / 1-XXX-XXX-XXXX.",success,,"{""input_var"":""PHONE_STRIPPED"",""output_var"":""PHONE_FORMATTED""}",success,true~824|false~99990|error~99990,,,"PHONE_STRIPPED, PHONE_FORMATTED",,,
824,A,EDIT RETURN | PHONE NUMBER,,,,,,,,,,,MultiMatchRouting,,valid,,"{""global_vars"":""SUMMARY_RETURN"",""input_vars"":""Contact1,Contact2,Contact3""}",valid,contact1~1345|contact2~1347|contact3~1348|false~99990|error~99990,,,SUMMARY_RETURN,,,
83,D,Email,,,,1,830,What **email** should we send the claim confirmation to?,,,1,,,,,,,,,,,EMAIL,,,
830,A,ValidateEmail,,,,,,,,,,,ValidateEmail,,valid,,"{""global_vars"":""EMAIL""}",valid,true~832|false~831|error~99990,,,EMAIL,,,
831,D,Email validation failed,,,,,,It doesn't look like that's a valid **email address**. Would you like to try again?,button,"<<far fa-undo>> Try again~83|
<<far fa-times>> I don't have an email address~8311",1,disable_input,,,,,,,,,,,,,
8311,A,AssignVar - EMAIL (User has no email address),,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""EMAIL"": ""N/A""
  }
}",success,true~832|error~99990,,,EMAIL,,,
832,A,EDIT RETURN | EMAIL,,,,,,,,,,,MultiMatchRouting,,valid,,"{""global_vars"":""SUMMARY_RETURN"",""input_vars"":""Contact1,Contact2,Contact3""}",valid,contact1~1345|contact2~1347|contact3~1348|false~99990|error~99990,,,SUMMARY_RETURN,,,
84,D,Agent - Name,,,,1,840,Please enter the **full name** of the person filing this claim on behalf of the insured.,,,1,,,,,,,,,,,AGENT_FULLNAME,,,
840,A,ParseFullName,,,,,,,,,,,ParseFullName,,valid,,"{""fullname_input"":""AGENT_FULLNAME"",""firstname_output"":""AGENT_FIRSTNAME"",""lastname_output"":""AGENT_LASTNAME""}",valid,true~842|false~841|error~841,,,"AGENT_FULLNAME,AGENT_FIRSTNAME,AGENT_LASTNAME",,,
841,D,Name fail - Ask for name again,,,,,,"Hmm...it looks like you may have entered something other than a **full name** (e.g. a first name or a name with numbers or special characters). 

**Please try again**.",button,<<far fa-undo>> Try again~84,1,disable_input,,,,,,,,,,AGENT_FULLNAME,,,
842,A,EDIT RETURN | AGENT NAME,,,,,,,,,,,MultiMatchRouting,,valid,,"{""global_vars"":""SUMMARY_RETURN"",""input_vars"":""Contact1,Contact2,Contact3""}",valid,contact1~1345|contact2~1347|contact3~1348|false~99990|error~99990,,,SUMMARY_RETURN,,,
85,D,Insured Email Collection,,,,1,850,Please enter the **insured person's email address** now.,,,1,,,,,,,,,,,INSURED_EMAIL,,,
850,A,ValidateEmail,,,,,,,,,,,ValidateEmail,,valid,,"{""global_vars"":""INSURED_EMAIL""}",valid,true~852|false~851|error~99990,,,INSURED_EMAIL,,,
851,D,Email validation failed,,,,,,It doesn't look like that's a valid **email address**. Would you like to try again?,button,"<<far fa-undo>> Try again~85|
<<far fa-times>> I don't have an email address~8511",1,disable_input,,,,,,,,,,,,,
8511,A,AssignVar - EMAIL (User has no email address),,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""EMAIL"": ""N/A""
  }
}",success,true~852|error~99990,,,EMAIL,,,
852,A,EDIT RETURN | INSURED EMAIL,,,,,,,,,,,MultiMatchRouting,,valid,,"{""global_vars"":""SUMMARY_RETURN"",""input_vars"":""Contact1,Contact2,Contact3""}",valid,contact1~1345|contact2~1347|contact3~1348|false~99990|error~99990,,,SUMMARY_RETURN,,,
